age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
31, 101971.5, 14084, 0, 50, Private, United-States, *, White, Never-married, Not-in-family, *, >50K, 14
31, 101971.5, 14084, 0, 50, Private, United-States, *, White, Never-married, Not-in-family, *, >50K, 13
31, 101971.5, 14084, 0, 50, Private, United-States, *, White, Never-married, Not-in-family, *, >50K, 13
42.5, 160479.5, 6238, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
42.5, 160479.5, 6238, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
42.5, 160479.5, 6238, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
37, 280464, 0, 0, 80, Self, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 10
37, 280464, 0, 0, 80, Self, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 15
37, 280464, 0, 0, 80, Self, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 15
30.5, 162034, 0, 0, 40, *, *, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, services, >50K, 13
30.5, 162034, 0, 0, 40, *, *, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, services, >50K, 13
30.5, 162034, 0, 0, 40, *, *, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, services, >50K, 14
23, 125890, 0, 0, 31, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 13
23, 125890, 0, 0, 31, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 13
23, 125890, 0, 0, 31, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 9
32.5, 205019, 0, 0, 50, Private, United-States, Male, *, Never-married, Not-in-family, services, <=50K, 12
32.5, 205019, 0, 0, 50, Private, United-States, Male, *, Never-married, Not-in-family, services, <=50K, 10
32.5, 205019, 0, 0, 50, Private, United-States, Male, *, Never-married, Not-in-family, services, <=50K, 14
35, 246618.5, 0, 0, 45, Private, America, Male, *, Married-civ-spouse, Husband, Transport-moving, <=50K, 4
35, 246618.5, 0, 0, 45, Private, America, Male, *, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
35, 246618.5, 0, 0, 45, Private, America, Male, *, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
25, 206780, 0, 0, 35, Self, United-States, Male, White, Never-married, Own-child, *, <=50K, 9
25, 206780, 0, 0, 35, Self, United-States, Male, White, Never-married, Own-child, *, <=50K, 10
25, 206780, 0, 0, 35, Self, United-States, Male, White, Never-married, Own-child, *, <=50K, 10
32, 186824, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, manual-labor, <=50K, 9
32, 186824, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, manual-labor, <=50K, 9
32, 186824, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, manual-labor, <=50K, 6
38, 51179, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 7
38, 51179, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
38, 51179, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
43, 318373.5, 0, 0, 45, Self, United-States, Female, White, Divorced, *, Exec-managerial, >50K, 14
43, 318373.5, 0, 0, 45, Self, United-States, Female, White, Divorced, *, Exec-managerial, >50K, 9
43, 318373.5, 0, 0, 45, Self, United-States, Female, White, Divorced, *, Exec-managerial, >50K, 13
40.5, 207027.5, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
40.5, 207027.5, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 15
40.5, 207027.5, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
54.5, 302146, 0, 0, 22.5, Private, United-States, *, Black, *, Unmarried, services, <=50K, 9
54.5, 302146, 0, 0, 22.5, Private, United-States, *, Black, *, Unmarried, services, <=50K, 3
54.5, 302146, 0, 0, 22.5, Private, United-States, *, Black, *, Unmarried, services, <=50K, 5
35.5, 76845, 0, 0, 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 5
35.5, 76845, 0, 0, 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 9
35.5, 76845, 0, 0, 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 7
44, 152035, 0, 2046.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 7
44, 152035, 0, 2046.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
44, 152035, 0, 2046.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
59, 111523.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, *, <=50K, 9
59, 111523.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, *, <=50K, 13
59, 111523.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, *, <=50K, 9
56, 216851, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
56, 216851, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 14
56, 216851, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
19.5, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K, 9
19.5, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K, 9
19.5, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K, 10
40, 367260, 0, 0, 80, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 9
40, 367260, 0, 0, 80, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 10
40, 367260, 0, 0, 80, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 12
49, 193366, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
49, 193366, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 10
49, 193366, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
25, 193762.5, 0, 0, 54, Local-gov, United-States, Male, White, Never-married, Not-in-family, Protective-serv, <=50K, 12
25, 193762.5, 0, 0, 54, Local-gov, United-States, Male, White, Never-married, Not-in-family, Protective-serv, <=50K, 11
25, 193762.5, 0, 0, 54, Local-gov, United-States, Male, White, Never-married, Not-in-family, Protective-serv, <=50K, 10
20.5, 266015, 0, 0, 44.5, Private, United-States, Male, *, Never-married, Own-child, Sales, <=50K, 10
20.5, 266015, 0, 0, 44.5, Private, United-States, Male, *, Never-married, Own-child, Sales, <=50K, 10
20.5, 266015, 0, 0, 44.5, Private, United-States, Male, *, Never-married, Own-child, Sales, <=50K, 9
47.5, 386940, 0, 1446.5, 40, Private, United-States, Male, White, *, *, *, <=50K, 13
47.5, 386940, 0, 1446.5, 40, Private, United-States, Male, White, *, *, *, <=50K, 10
47.5, 386940, 0, 1446.5, 40, Private, United-States, Male, White, *, *, *, <=50K, 9
30.5, 59951, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, *, Adm-clerical, <=50K, 10
30.5, 59951, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, *, Adm-clerical, <=50K, 9
30.5, 59951, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, *, Adm-clerical, <=50K, 13
22, 311512, 0, 0, 17.5, Gov, United-States, Male, Black, *, *, Other-service, <=50K, 10
22, 311512, 0, 0, 17.5, Gov, United-States, Male, Black, *, *, Other-service, <=50K, 8
22, 311512, 0, 0, 17.5, Gov, United-States, Male, Black, *, *, Other-service, <=50K, 10
48, 258117, 0, 0, 40, Private, Central-America, Male, White, Never-married, *, manual-labor, <=50K, 7
48, 258117, 0, 0, 40, Private, Central-America, Male, White, Never-married, *, manual-labor, <=50K, 2
48, 258117, 0, 0, 40, Private, Central-America, Male, White, Never-married, *, manual-labor, <=50K, 3
21, 197200, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K, 10
21, 197200, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K, 9
21, 197200, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K, 9
19, 557046.5, 0, 0, 27.5, Private, United-States, Female, White, *, *, *, <=50K, 9
19, 557046.5, 0, 0, 27.5, Private, United-States, Female, White, *, *, *, <=50K, 10
19, 557046.5, 0, 0, 27.5, Private, United-States, Female, White, *, *, *, <=50K, 10
48, 280771.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 12
48, 280771.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 10
48, 280771.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
31, 507875, 0, 0, 44, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 5
31, 507875, 0, 0, 44, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
31, 507875, 0, 0, 44, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 2
53, 96218.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 13
53, 96218.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 10
53, 96218.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 10
25, 172987, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 13
25, 172987, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 9
25, 172987, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 13
49, 117341.5, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, *, <=50K, 9
49, 117341.5, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, *, <=50K, 9
49, 117341.5, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, *, <=50K, 9
25, 289980, 0, 0, 37.5, Private, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 9
25, 289980, 0, 0, 37.5, Private, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 7
25, 289980, 0, 0, 37.5, Private, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 9
58.5, 353970, 0, 0, 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
58.5, 353970, 0, 0, 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
58.5, 353970, 0, 0, 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, Prof-specialty, >50K, 15
53, 147072.5, 0, 0, 39, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
53, 147072.5, 0, 0, 39, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 4
53, 147072.5, 0, 0, 39, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
44, 144514, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, bureaucracy, <=50K, 14
44, 144514, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, bureaucracy, <=50K, 9
44, 144514, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, bureaucracy, <=50K, 10
41.5, 103703.5, 0, 0, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 11
41.5, 103703.5, 0, 0, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 7
41.5, 103703.5, 0, 0, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
30, 272738, 0, 0, 44, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 11
30, 272738, 0, 0, 44, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 9
30, 272738, 0, 0, 44, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 10
25, 45710.5, 0, 0, 40, Self, United-States, Female, *, Married-civ-spouse, Wife, Exec-managerial, <=50K, 10
25, 45710.5, 0, 0, 40, Self, United-States, Female, *, Married-civ-spouse, Wife, Exec-managerial, <=50K, 13
25, 45710.5, 0, 0, 40, Self, United-States, Female, *, Married-civ-spouse, Wife, Exec-managerial, <=50K, 13
49, 95551.5, 0, 1939.5, 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 15
49, 95551.5, 0, 1939.5, 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 15
49, 95551.5, 0, 1939.5, 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 14
50, 265461, 0, 0, 55, *, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
50, 265461, 0, 0, 55, *, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
50, 265461, 0, 0, 55, *, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
47, 151446.5, 0, 0, 60, Self, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 9
47, 151446.5, 0, 0, 60, Self, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 10
47, 151446.5, 0, 0, 60, Self, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 13
43, 256362, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
43, 256362, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 13
43, 256362, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 13
46, 225232.5, 0, 0, 40, Private, Central-America, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 3
46, 225232.5, 0, 0, 40, Private, Central-America, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 5
46, 225232.5, 0, 0, 40, Private, Central-America, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 2
35, 70569.5, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 11
35, 70569.5, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
35, 70569.5, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 13
41.5, 147372, 0, 0, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
41.5, 147372, 0, 0, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
41.5, 147372, 0, 0, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
31, 188146, 5013, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
31, 188146, 5013, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
31, 188146, 5013, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
30, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
30, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
30, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 12
48, 152649.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
48, 152649.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 11
48, 152649.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
42, 121973, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 16
42, 121973, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
42, 121973, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 13
29, 148566.5, 0, 0, 59, Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 10
29, 148566.5, 0, 0, 59, Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 9
29, 148566.5, 0, 0, 59, Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 10
36, 163752.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
36, 163752.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 7
36, 163752.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
28.5, 188049.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 10
28.5, 188049.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 9
28.5, 188049.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 11
53, 182052.5, 2193, 0, 40, *, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K, 9
53, 182052.5, 2193, 0, 40, *, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K, 10
53, 182052.5, 2193, 0, 40, *, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K, 9
49, 194359.5, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
49, 194359.5, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 11
49, 194359.5, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
19.5, 101509, 0, 0, 32, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 10
19.5, 101509, 0, 0, 32, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 13
19.5, 101509, 0, 0, 32, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 10
31, 309974, 0, 0, 40, Private, United-States, Female, Black, Separated, *, services, <=50K, 13
31, 309974, 0, 0, 40, Private, United-States, Female, Black, Separated, *, services, <=50K, 9
31, 309974, 0, 0, 40, Private, United-States, Female, Black, Separated, *, services, <=50K, 10
31, 169490.5, 0, 0, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
31, 169490.5, 0, 0, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
31, 169490.5, 0, 0, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 11
23, 223170.5, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 10
23, 223170.5, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 9
23, 223170.5, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 9
80, 124744, 0, 0, 20, Private, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 10
80, 124744, 0, 0, 20, Private, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 10
80, 124744, 0, 0, 20, Private, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 10
27, 214389.5, 0, 0, 40, Private, America, Male, White, Never-married, Own-child, services, <=50K, 9
27, 214389.5, 0, 0, 40, Private, America, Male, White, Never-married, Own-child, services, <=50K, 13
27, 214389.5, 0, 0, 40, Private, America, Male, White, Never-married, Own-child, services, <=50K, 9
40, 40058, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 12
40, 40058, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 9
40, 40058, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 5
18.5, 309634, 0, 0, 22.5, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 7
18.5, 309634, 0, 0, 22.5, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 10
18.5, 309634, 0, 0, 22.5, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 10
31.5, 141907, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
31.5, 141907, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
31.5, 141907, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
18.5, 453043.5, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
18.5, 453043.5, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
18.5, 453043.5, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
52, 276515, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, <=50K, 13
52, 276515, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, <=50K, 7
52, 276515, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, <=50K, 14
47, 63437, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, services, <=50K, 9
47, 63437, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, services, <=50K, 9
47, 63437, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, services, <=50K, 7
60, 163045, 0, 0, 49, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
60, 163045, 0, 0, 49, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
60, 163045, 0, 0, 49, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
44.5, 343591, 14344, 0, 42.5, Self, United-States, *, White, *, Not-in-family, *, >50K, 9
44.5, 343591, 14344, 0, 42.5, Self, United-States, *, White, *, Not-in-family, *, >50K, 9
44.5, 343591, 14344, 0, 42.5, Self, United-States, *, White, *, Not-in-family, *, >50K, 13
53.5, 351027.5, 0, 0, 35, Private, United-States, Female, White, *, *, Sales, <=50K, 9
53.5, 351027.5, 0, 0, 35, Private, United-States, Female, White, *, *, Sales, <=50K, 10
53.5, 351027.5, 0, 0, 35, Private, United-States, Female, White, *, *, Sales, <=50K, 9
50, 268234, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
50, 268234, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
50, 268234, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
33, 205171, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 14
33, 205171, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 13
33, 205171, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 9
30.5, 57821, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, services, <=50K, 5
30.5, 57821, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, services, <=50K, 6
30.5, 57821, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, services, <=50K, 13
43, 419124.5, 0, 0, 50, *, United-States, *, White, Never-married, Not-in-family, Prof-specialty, >50K, 16
43, 419124.5, 0, 0, 50, *, United-States, *, White, Never-married, Not-in-family, Prof-specialty, >50K, 14
43, 419124.5, 0, 0, 50, *, United-States, *, White, Never-married, Not-in-family, Prof-specialty, >50K, 12
57, 252670.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 11
57, 252670.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 10
57, 252670.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 9
37, 287939, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, *, <=50K, 10
37, 287939, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, *, <=50K, 10
37, 287939, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, *, <=50K, 9
28.5, 212563, 0, 0, 25, Private, United-States, Female, Black, Divorced, *, manual-labor, <=50K, 10
28.5, 212563, 0, 0, 25, Private, United-States, Female, Black, Divorced, *, manual-labor, <=50K, 6
28.5, 212563, 0, 0, 25, Private, United-States, Female, Black, Divorced, *, manual-labor, <=50K, 9
