CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT, MEDV
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 27.10
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 16.50
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 18.90
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 15.00
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 18.90
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 21.70
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 20.50
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 22.00
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 20.10
0.15659, 21.25, 7.87, 0, 0.524, 6.4544999999999995, 83.3, 6.298, 5.5, 311, 16, 396.25, 21.18, 22.20
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 20.40
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 18.20
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 19.90
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 17.50
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 18.20
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 19.60
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 15.20
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 15.60
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 16.60
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 18.40
0.9311149999999999, 0, 8.14, 0, 0.538, 6.3115000000000006, 78.1, 4.7075, 4, 307, 21, 396.9, 13.489999999999998, 21.00
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 23.10
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 20.20
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 21.70
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 23.10
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 20.40
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 25.00
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 23.00
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 22.20
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 19.50
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 20.60
1.05393, 0, 8.350000000000001, 0, 0.538, 6.175, 41.85, 4.95725, 4.5, 345.5, 21, 391.875, 9.79, 19.00
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 13.60
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 14.50
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 13.90
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 14.80
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 12.70
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 14.50
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 13.10
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 13.50
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 19.50
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 19.50
1.432305, 0, 8.350000000000001, 0, 0.538, 5.8995, 99.05, 4.12625, 4.5, 345.5, 21, 386.12, 21.810000000000002, 19.40
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 13.20
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 27.50
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 26.50
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 19.30
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 20.10
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 20.40
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 19.80
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 19.80
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 19.70
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 18.30
1.38799, 0, 9.02, 0, 0.5615, 6.3655, 89.55, 4.01085, 5, 349, 21, 314.75, 27.71, 16.80
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 18.90
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 20.00
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 21.00
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 24.30
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 20.30
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 19.40
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 23.10
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 21.00
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 18.50
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 18.50
0.300585, 0, 7.93, 0, 0.5215000000000001, 6.1575, 79.30000000000001, 4.48765, 6.5, 293, 19.7, 396.9, 11.205, 18.70
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 24.70
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 21.40
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 20.80
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 21.20
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 20.30
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 23.20
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 22.60
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 28.10
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 25.00
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 21.80
0.22731, 0, 9.395, 0, 0.542, 6.1705000000000005, 42.1, 4.4307, 5.5, 338.5, 19.2, 395.16499999999996, 11.86, 24.50
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 30.80
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 34.90
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 35.40
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 24.70
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 23.50
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 28.50
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 37.30
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 27.90
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 31.20
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 23.10
0.053245, 82.5, 3.95, 0, 0.45599999999999996, 6.922, 28.75, 7.29435, 4, 311, 18.75, 396.265, 5.34, 24.50
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 26.60
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 25.30
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 24.70
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 19.30
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 20.00
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 25.00
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 28.00
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 24.80
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 25.20
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 24.60
0.15965000000000001, 12.5, 7.145, 0, 0.48150000000000004, 6.77, 20.5, 6.2678, 4, 260, 19.049999999999997, 391.155, 9.495000000000001, 22.20
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 14.40
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 22.80
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 18.80
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 18.70
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 18.50
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 18.30
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 21.20
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 19.20
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 19.30
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 23.10
0.25387, 0, 8.46, 0, 0.49750000000000005, 6.057, 95.35, 5.87, 4.5, 332.5, 17.9, 396.9, 30.81, 26.40
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 19.70
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 23.40
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 19.60
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 18.70
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 22.20
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 25.00
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 22.90
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 17.60
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 20.50
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 24.50
0.19394499999999998, 23, 6.3, 0, 0.4515, 6.3625, 62.45, 7.4351, 6, 286.5, 18.25, 396.23, 13.45, 21.10
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 18.90
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 19.40
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 21.90
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 20.10
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 24.80
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 23.90
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 22.90
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 24.10
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 18.60
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 18.20
0.060095, 77.5, 4, 0, 0.44699999999999995, 6.3795, 52, 9.015, 4, 469, 21.55, 396.9, 14.8, 20.60
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 31.60
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 50.00
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 34.60
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 34.90
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 32.90
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 24.10
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 48.50
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 50.00
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 44.00
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 32.20
0.026, 100, 2.535, 0, 0.4165, 7.425000000000001, 40.5, 10.22565, 5, 329, 16.05, 394.9, 5.9, 30.10
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 23.30
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 20.90
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 23.30
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 24.30
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 26.20
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 24.40
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 24.80
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 29.60
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 23.20
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 22.30
0.24714000000000003, 38.75, 5.6, 0, 0.453, 6.551, 37.4, 8.36075, 8, 314.5, 19.7, 393.78999999999996, 8.01, 26.60
0.393205, 26.5, 10.084999999999999, 0, 0.48, 6.2925, 93.4, 7.41605, 8, 341, 19.7, 387.49, 16.45, 16.00
0.393205, 26.5, 10.084999999999999, 0, 0.48, 6.2925, 93.4, 7.41605, 8, 341, 19.7, 387.49, 16.45, 17.40
0.393205, 26.5, 10.084999999999999, 0, 0.48, 6.2925, 93.4, 7.41605, 8, 341, 19.7, 387.49, 16.45, 20.00
0.393205, 26.5, 10.084999999999999, 0, 0.48, 6.2925, 93.4, 7.41605, 8, 341, 19.7, 387.49, 16.45, 23.90
0.393205, 26.5, 10.084999999999999, 0, 0.48, 6.2925, 93.4, 7.41605, 8, 341, 19.7, 387.49, 16.45, 22.90
0.393205, 26.5, 10.084999999999999, 0, 0.48, 6.2925, 93.4, 7.41605, 8, 341, 19.7, 387.49, 16.45, 20.60
