age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
47, 109832, 9, 0, 0, 60, Self-emp-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K
43, 237993, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
35, 56352, 11, 0, 0, 40, Private, Puerto-Rico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
30, 188146, 9, 5013, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
30, 59496, 13, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
48, 149640, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
42, 116632, 16, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
29, 105598, 10, 0, 0, 58, Private, United-States, Male, White, Divorced, Not-in-family, Tech-support, <=50K
31, 309974, 13, 0, 0, 40, Private, United-States, Female, Black, Separated, Own-child, Sales, <=50K
23, 211678, 10, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K
40, 32214, 12, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
18, 309634, 7, 0, 0, 22, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
53, 346253, 9, 0, 0, 35, Private, United-States, Female, White, Divorced, Own-child, Sales, <=50K
43, 410867, 16, 0, 0, 50, Federal-gov, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K
37, 286730, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Craft-repair, <=50K
34, 226296, 13, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K
29, 115585, 10, 0, 0, 50, Local-gov, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K
37, 202683, 10, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
44, 198282, 13, 15024, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
47, 149116, 14, 0, 0, 50, Self-emp-not-inc, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
32, 317660, 9, 7688, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
21, 199915, 10, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
30, 77143, 13, 0, 0, 40, Private, Germany, Male, Black, Never-married, Own-child, Exec-managerial, <=50K
29, 267989, 13, 0, 0, 50, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
20, 111697, 10, 0, 1719, 28, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
31, 114937, 12, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
28, 69621, 12, 0, 0, 60, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
38, 120985, 9, 4386, 0, 35, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
37, 254202, 13, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
43, 56920, 9, 0, 0, 60, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
27, 163127, 11, 0, 0, 35, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K
20, 34310, 10, 0, 0, 20, Private, United-States, Male, White, Never-married, Own-child, Sales, <=50K
45, 196584, 11, 0, 1564, 40, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K
31, 185814, 9, 0, 0, 30, Private, United-States, Female, Black, Never-married, Unmarried, Transport-moving, <=50K
22, 175374, 10, 0, 0, 24, Private, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
21, 296158, 9, 0, 0, 35, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K
42, 228456, 13, 0, 0, 50, Private, United-States, Male, Black, Separated, Other-relative, Other-service, <=50K
25, 252752, 9, 0, 0, 40, Private, United-States, Female, White, Never-married, Unmarried, Other-service, <=50K
28, 88419, 9, 0, 0, 40, Private, England, Female, Asian-Pac-Islander, Never-married, Not-in-family, Exec-managerial, <=50K
45, 201080, 14, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
46, 102628, 14, 0, 0, 40, State-gov, United-States, Male, White, Widowed, Unmarried, Protective-serv, <=50K
28, 175325, 9, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, <=50K
27, 253814, 9, 0, 0, 25, Private, United-States, Female, White, Married-spouse-absent, Unmarried, Sales, <=50K
34, 483777, 9, 0, 0, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Handlers-cleaners, <=50K
33, 37274, 13, 0, 0, 65, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
43, 114580, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K
37, 29054, 10, 0, 0, 42, Federal-gov, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
34, 304030, 9, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Adm-clerical, <=50K
24, 159567, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
36, 99374, 10, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K
35, 138992, 14, 7298, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Other-relative, Prof-specialty, >50K
42, 254817, 10, 0, 1340, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
36, 128757, 13, 7298, 0, 36, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, >50K
17, 65368, 7, 0, 0, 12, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K
45, 109434, 13, 0, 0, 55, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
31, 197860, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
35, 538583, 7, 3674, 0, 40, Private, United-States, Male, Black, Separated, Not-in-family, Transport-moving, <=50K
25, 159732, 10, 0, 0, 42, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K
41, 180138, 13, 0, 0, 50, Private, Iran, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
23, 115458, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Transport-moving, <=50K
40, 347890, 13, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
32, 183916, 9, 0, 0, 34, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
40, 207578, 12, 0, 1977, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
42, 303044, 9, 0, 0, 40, Self-emp-not-inc, Cambodia, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Farming-fishing, >50K
32, 172579, 9, 0, 0, 30, Private, United-States, Female, White, Separated, Not-in-family, Other-service, <=50K
45, 187666, 11, 0, 0, 45, Private, United-States, Female, White, Widowed, Not-in-family, Exec-managerial, <=50K
45, 98092, 9, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
37, 257295, 10, 0, 0, 75, Self-emp-inc, Thailand, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Exec-managerial, >50K
33, 222205, 9, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Craft-repair, >50K
27, 209109, 14, 0, 0, 35, Local-gov, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K
44, 170924, 10, 7298, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
24, 279472, 10, 7298, 0, 48, Private, United-States, Female, White, Married-civ-spouse, Wife, Machine-op-inspct, >50K
22, 34918, 13, 0, 0, 15, Private, Germany, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
42, 97688, 10, 5178, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
60, 173960, 13, 0, 0, 42, Private, United-States, Female, White, Divorced, Not-in-family, Prof-specialty, <=50K
57, 425161, 14, 15024, 0, 40, Federal-gov, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
50, 176609, 10, 0, 0, 45, Private, United-States, Male, White, Divorced, Not-in-family, Other-service, <=50K
25, 371987, 13, 0, 0, 40, Private, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, <=50K
36, 200352, 13, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
21, 231931, 10, 0, 0, 45, Private, United-States, Male, White, Never-married, Own-child, Sales, <=50K
24, 303296, 10, 0, 0, 40, Private, Laos, Female, Asian-Pac-Islander, Married-civ-spouse, Wife, Adm-clerical, <=50K
26, 193945, 12, 0, 0, 45, Private, United-States, Male, White, Never-married, Not-in-family, Tech-support, <=50K
22, 199698, 10, 0, 0, 15, Private, United-States, Male, White, Never-married, Own-child, Sales, <=50K
77, 138714, 10, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
35, 186110, 9, 0, 0, 45, Private, United-States, Male, White, Divorced, Not-in-family, Transport-moving, <=50K
63, 78383, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K
58, 321171, 9, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
26, 224563, 13, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K
53, 242606, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
49, 71195, 14, 0, 0, 60, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
19, 104112, 9, 0, 0, 30, Private, Haiti, Male, Black, Never-married, Unmarried, Sales, <=50K
45, 261192, 9, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K
33, 111363, 13, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
65, 161400, 7, 0, 0, 40, Private, United-States, Male, Other, Widowed, Unmarried, Other-service, <=50K
40, 96129, 11, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
42, 111949, 9, 0, 0, 35, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K
62, 270092, 14, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
43, 174575, 13, 0, 1564, 45, Private, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K
22, 410439, 9, 0, 0, 55, Private, United-States, Male, White, Married-spouse-absent, Not-in-family, Sales, <=50K
56, 183081, 10, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
22, 362589, 12, 0, 0, 15, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
57, 212448, 13, 0, 0, 45, Private, United-States, Female, White, Divorced, Not-in-family, Exec-managerial, >50K
40, 184018, 11, 0, 0, 38, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K
33, 267404, 9, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Craft-repair, <=50K
38, 172927, 9, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
25, 344991, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
36, 117312, 10, 0, 0, 40, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Transport-moving, <=50K
44, 162028, 10, 0, 2415, 6, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K
19, 25429, 10, 0, 0, 16, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
45, 96975, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Handlers-cleaners, <=50K
25, 86872, 13, 0, 0, 55, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
41, 445382, 14, 0, 1977, 65, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
24, 241951, 9, 0, 0, 40, Private, United-States, Female, Black, Never-married, Unmarried, Handlers-cleaners, <=50K
46, 188386, 16, 15024, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
31, 1033222, 10, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
34, 243867, 7, 0, 0, 40, Local-gov, United-States, Male, Black, Separated, Not-in-family, Machine-op-inspct, <=50K
17, 175024, 7, 2176, 0, 18, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K
25, 133373, 9, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
63, 222289, 9, 0, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
30, 29662, 12, 0, 0, 25, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, >50K
33, 208405, 14, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
34, 284843, 9, 594, 0, 60, Local-gov, United-States, Male, Black, Never-married, Not-in-family, Farming-fishing, <=50K
23, 81281, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
29, 363425, 13, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
45, 45857, 9, 0, 0, 28, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K
24, 191073, 9, 0, 0, 40, Federal-gov, United-States, Male, White, Never-married, Own-child, Armed-Forces, <=50K
44, 116632, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
27, 405855, 5, 0, 0, 40, Private, Mexico, Male, White, Never-married, Other-relative, Craft-repair, <=50K
20, 146538, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
60, 245062, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
24, 170070, 13, 0, 0, 20, Private, United-States, Female, White, Never-married, Not-in-family, Tech-support, <=50K
37, 126708, 9, 0, 0, 60, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K
38, 33983, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
35, 285020, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K
30, 303990, 9, 0, 0, 60, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
67, 49401, 11, 0, 0, 24, Private, United-States, Female, White, Divorced, Not-in-family, Other-service, <=50K
27, 161155, 6, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
33, 111746, 12, 0, 0, 45, Private, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
43, 170721, 10, 0, 0, 20, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
41, 193626, 9, 0, 0, 40, Private, United-States, Female, White, Married-spouse-absent, Unmarried, Craft-repair, <=50K
40, 347934, 9, 0, 0, 35, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
26, 64293, 10, 0, 0, 35, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
23, 324960, 9, 0, 0, 40, Local-gov, Poland, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K
52, 48925, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
25, 181054, 13, 0, 0, 40, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
47, 543162, 9, 0, 0, 40, Local-gov, United-States, Female, Black, Separated, Unmarried, Adm-clerical, <=50K
49, 141944, 11, 0, 1380, 42, Private, United-States, Male, White, Married-spouse-absent, Unmarried, Handlers-cleaners, <=50K
25, 267044, 10, 0, 0, 20, Private, United-States, Female, Amer-Indian-Eskimo, Never-married, Not-in-family, Adm-clerical, <=50K
38, 99146, 13, 15024, 0, 80, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
50, 196232, 9, 7688, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
24, 248344, 10, 0, 0, 50, Local-gov, United-States, Male, Black, Divorced, Not-in-family, Handlers-cleaners, <=50K
28, 85812, 10, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Sales, <=50K
38, 190387, 9, 0, 0, 50, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
26, 108658, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K
36, 197202, 9, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K
29, 102345, 11, 0, 0, 40, Private, United-States, Male, White, Separated, Not-in-family, Craft-repair, <=50K
44, 210525, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
21, 259510, 9, 0, 0, 36, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K
46, 245724, 10, 0, 0, 50, Self-emp-not-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K
36, 27053, 9, 0, 0, 40, Self-emp-not-inc, United-States, Female, White, Separated, Unmarried, Other-service, <=50K
24, 82804, 9, 0, 0, 40, Private, United-States, Female, Black, Never-married, Unmarried, Handlers-cleaners, <=50K
43, 188436, 14, 5013, 0, 45, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
24, 354351, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K
51, 95469, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
17, 242718, 7, 0, 0, 12, Private, United-States, Male, White, Never-married, Own-child, Sales, <=50K
26, 86646, 10, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
57, 69884, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
59, 199713, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
31, 340939, 13, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Never-married, Not-in-family, Tech-support, <=50K
29, 34292, 10, 0, 0, 60, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K
31, 168387, 13, 7688, 0, 40, Private, Canada, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
49, 136455, 13, 0, 0, 45, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
60, 51290, 4, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Other-service, <=50K
42, 175674, 5, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
35, 194404, 12, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K
24, 249909, 9, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
27, 109881, 13, 0, 0, 20, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
47, 241832, 5, 0, 0, 40, Private, El-Salvador, Male, White, Married-spouse-absent, Unmarried, Handlers-cleaners, <=50K
30, 124187, 9, 0, 0, 60, Private, United-States, Male, Black, Never-married, Own-child, Farming-fishing, <=50K
34, 153614, 9, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
38, 267556, 9, 0, 0, 64, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
49, 268090, 13, 0, 0, 26, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
30, 103649, 13, 0, 0, 40, Private, United-States, Female, Black, Married-civ-spouse, Wife, Adm-clerical, >50K
19, 262601, 9, 0, 0, 14, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
47, 248145, 3, 0, 0, 50, Self-emp-inc, Cuba, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
26, 75654, 9, 0, 0, 55, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K
60, 199378, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
36, 188563, 10, 5178, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
31, 402089, 9, 0, 0, 40, Local-gov, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K
71, 78277, 9, 0, 0, 15, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
24, 556660, 9, 4101, 0, 50, Private, United-States, Male, White, Never-married, Other-relative, Exec-managerial, <=50K
35, 292472, 16, 0, 0, 40, Private, Taiwan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K
29, 71592, 10, 0, 0, 40, State-gov, Philippines, Female, Asian-Pac-Islander, Never-married, Unmarried, Adm-clerical, <=50K
43, 174524, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K
44, 335183, 8, 0, 0, 40, Self-emp-not-inc, United-States, Male, Black, Married-civ-spouse, Husband, Handlers-cleaners, >50K
35, 261293, 14, 0, 0, 60, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
27, 111900, 10, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
42, 341204, 12, 8614, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Prof-specialty, >50K
50, 219420, 9, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
32, 226267, 10, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
31, 125457, 9, 0, 0, 45, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K
29, 92262, 9, 0, 0, 48, Local-gov, United-States, Male, White, Never-married, Own-child, Protective-serv, <=50K
23, 430828, 10, 0, 0, 40, Local-gov, United-States, Male, Black, Separated, Unmarried, Exec-managerial, <=50K
18, 59342, 7, 0, 0, 5, State-gov, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
45, 86644, 13, 0, 0, 55, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, <=50K
41, 195124, 14, 0, 0, 35, Private, Dominican-Republic, Male, White, Never-married, Not-in-family, Exec-managerial, <=50K
42, 262425, 10, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
20, 316702, 10, 0, 0, 20, Private, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K
23, 335453, 13, 0, 0, 20, State-gov, United-States, Female, White, Never-married, Not-in-family, Tech-support, <=50K
31, 118710, 14, 0, 1902, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
19, 475028, 9, 0, 0, 20, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K
36, 110866, 13, 0, 0, 50, Local-gov, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
31, 243605, 13, 0, 1380, 40, Private, Cuba, Female, White, Widowed, Unmarried, Sales, <=50K
46, 295566, 16, 25236, 0, 65, Private, United-States, Female, White, Divorced, Unmarried, Prof-specialty, >50K
40, 144995, 11, 4386, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K
44, 111502, 9, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Sales, <=50K
55, 173093, 10, 0, 0, 40, Private, United-States, Female, Asian-Pac-Islander, Divorced, Not-in-family, Adm-clerical, <=50K
26, 181655, 11, 0, 2377, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
25, 332702, 11, 0, 0, 15, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
42, 279914, 13, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
32, 267736, 10, 0, 0, 40, Private, United-States, Female, Black, Never-married, Own-child, Adm-clerical, <=50K
29, 267034, 7, 0, 0, 40, Private, Haiti, Male, Black, Never-married, Own-child, Craft-repair, <=50K
29, 356089, 13, 7688, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
27, 31757, 11, 0, 0, 38, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K
46, 167381, 9, 0, 0, 40, Federal-gov, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K
22, 151790, 10, 0, 0, 30, Private, Germany, Female, White, Married-civ-spouse, Wife, Sales, <=50K
32, 188557, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K
