age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
1, 271466, 0, 0, 43, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 11
1, 32275, 0, 0, 40, Private, United-States, Female, Other, Married-civ-spouse, Wife, Exec-managerial, <=50K, 10
4, 51835, 0, 1902, 60, Private, Honduras, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K, 15
5, 251585, 0, 0, 55, Federal-gov, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
4, 109832, 0, 0, 60, Self-emp-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 9
4, 237993, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K, 10
4, 216666, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 3
2, 56352, 0, 0, 40, Private, Puerto-Rico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 11
3, 147372, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 9
2, 188146, 5013, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
2, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
5, 149640, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
4, 116632, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
1, 105598, 0, 0, 58, Private, United-States, Male, White, Divorced, Not-in-family, Tech-support, <=50K, 10
3, 155537, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
1, 183175, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 10
5, 169846, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K, 9
5, 191681, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
0, 101509, 0, 0, 32, Private, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K, 10
2, 309974, 0, 0, 40, Private, United-States, Female, Black, Separated, Own-child, Sales, <=50K, 13
1, 162298, 0, 0, 70, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K, 13
0, 211678, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 10
10, 124744, 0, 0, 20, Private, United-States, Male, White, Married-civ-spouse, Other-relative, Prof-specialty, <=50K, 10
1, 213921, 0, 0, 40, Private, Mexico, Male, White, Never-married, Own-child, Other-service, <=50K, 9
3, 32214, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 12
0, 309634, 0, 0, 22, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 7
2, 125927, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 4
0, 446839, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 9
5, 276515, 0, 0, 40, Private, Cuba, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 13
4, 51618, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, <=50K, 9
6, 159937, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
4, 343591, 14344, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Craft-repair, >50K, 9
5, 346253, 0, 0, 35, Private, United-States, Female, White, Divorced, Own-child, Sales, <=50K, 9
5, 268234, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
2, 202051, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 14
2, 54334, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 5
4, 410867, 0, 0, 50, Federal-gov, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K, 16
6, 249977, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 11
3, 286730, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Craft-repair, <=50K, 10
1, 212563, 0, 0, 25, Private, United-States, Female, Black, Divorced, Unmarried, Machine-op-inspct, <=50K, 10
2, 226296, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 13
1, 115585, 0, 0, 50, Local-gov, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 10
5, 191277, 0, 1902, 60, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
3, 202683, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K, 10
5, 171095, 0, 0, 40, Private, England, Female, White, Divorced, Unmarried, Exec-managerial, <=50K, 12
2, 249409, 0, 0, 40, Federal-gov, United-States, Male, Black, Never-married, Own-child, Other-service, <=50K, 9
9, 124191, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
4, 198282, 15024, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
4, 149116, 0, 0, 50, Self-emp-not-inc, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K, 14
0, 188300, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Tech-support, <=50K, 10
1, 103432, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 9
2, 317660, 7688, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 9
2, 194901, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 7
2, 189265, 0, 0, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Adm-clerical, <=50K, 9
4, 124692, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 9
1, 432376, 0, 0, 40, Private, United-States, Male, White, Never-married, Other-relative, Sales, <=50K, 13
3, 65324, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 15
6, 335605, 0, 1887, 50, Self-emp-not-inc, Canada, Male, White, Married-civ-spouse, Husband, Other-service, >50K, 9
1, 377869, 4064, 0, 25, Private, United-States, Female, White, Married-civ-spouse, Wife, Sales, <=50K, 10
3, 102864, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Machine-op-inspct, <=50K, 9
5, 95647, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 5
6, 303090, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
5, 197371, 0, 0, 40, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Craft-repair, >50K, 11
6, 247552, 0, 0, 56, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
0, 102632, 0, 0, 41, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 9
0, 199915, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 10
3, 118853, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K, 13
2, 77143, 0, 0, 40, Private, Germany, Male, Black, Never-married, Own-child, Exec-managerial, <=50K, 13
1, 267989, 0, 0, 50, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
0, 301606, 0, 0, 35, Private, United-States, Male, Black, Never-married, Own-child, Other-service, <=50K, 10
4, 287828, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K, 13
0, 111697, 0, 1719, 28, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 10
2, 114937, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K, 12
3, 365739, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
1, 69621, 0, 0, 60, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K, 12
1, 43323, 0, 1762, 40, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
3, 120985, 4386, 0, 35, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
3, 254202, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
4, 146195, 0, 0, 36, Private, United-States, Female, Black, Divorced, Not-in-family, Tech-support, <=50K, 12
3, 125933, 0, 0, 40, Federal-gov, Iran, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
4, 56920, 0, 0, 60, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
1, 163127, 0, 0, 35, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K, 11
0, 34310, 0, 0, 20, Private, United-States, Male, White, Never-married, Own-child, Sales, <=50K, 10
5, 81973, 0, 0, 40, Private, United-States, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Craft-repair, >50K, 10
7, 66614, 0, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
1, 232782, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 10
0, 316868, 0, 0, 30, Private, Mexico, Male, White, Never-married, Own-child, Other-service, <=50K, 10
4, 196584, 0, 1564, 40, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K, 11
8, 105376, 0, 0, 40, Private, United-States, Male, White, Never-married, Other-relative, Tech-support, <=50K, 10
2, 185814, 0, 0, 30, Private, United-States, Female, Black, Never-married, Unmarried, Transport-moving, <=50K, 9
0, 175374, 0, 0, 24, Private, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 10
3, 108293, 0, 0, 24, Private, United-States, Female, White, Widowed, Unmarried, Other-service, <=50K, 9
7, 181232, 0, 2179, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 7
4, 186009, 0, 0, 38, Local-gov, Mexico, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 10
2, 198183, 0, 0, 40, Private, United-States, Female, White, Never-married, Not-in-family, Adm-clerical, <=50K, 9
2, 163003, 0, 0, 40, Private, Philippines, Female, Asian-Pac-Islander, Never-married, Other-relative, Exec-managerial, <=50K, 13
0, 296158, 0, 0, 35, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K, 9
5, 187715, 0, 0, 46, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
0, 214542, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 13
8, 494223, 0, 1816, 2, Self-emp-not-inc, United-States, Male, Black, Separated, Unmarried, Sales, <=50K, 10
1, 191535, 0, 0, 60, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 9
4, 228456, 0, 0, 50, Private, United-States, Male, Black, Separated, Other-relative, Other-service, <=50K, 13
1, 252752, 0, 0, 40, Private, United-States, Female, White, Never-married, Unmarried, Other-service, <=50K, 9
4, 78374, 0, 0, 40, Self-emp-inc, United-States, Female, Asian-Pac-Islander, Divorced, Unmarried, Exec-managerial, <=50K, 14
1, 88419, 0, 0, 40, Private, England, Female, Asian-Pac-Islander, Never-married, Not-in-family, Exec-managerial, <=50K, 9
4, 201080, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K, 14
3, 207157, 0, 0, 40, Private, Mexico, Female, White, Divorced, Unmarried, Other-service, <=50K, 10
3, 235485, 0, 0, 42, Federal-gov, United-States, Male, White, Never-married, Not-in-family, Exec-managerial, <=50K, 12
4, 102628, 0, 0, 40, State-gov, United-States, Male, White, Widowed, Unmarried, Protective-serv, <=50K, 14
0, 25828, 0, 0, 16, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 7
8, 54826, 0, 0, 20, Local-gov, United-States, Female, White, Widowed, Not-in-family, Prof-specialty, <=50K, 11
1, 124953, 0, 1980, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K, 9
1, 175325, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, <=50K, 9
5, 96062, 0, 1977, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K, 10
1, 428030, 0, 0, 50, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 13
1, 149624, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
1, 253814, 0, 0, 25, Private, United-States, Female, White, Married-spouse-absent, Unmarried, Sales, <=50K, 9
0, 312956, 0, 0, 40, Private, United-States, Male, Black, Never-married, Own-child, Craft-repair, <=50K, 9
2, 483777, 0, 0, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Handlers-cleaners, <=50K, 9
0, 183930, 0, 0, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 9
2, 37274, 0, 0, 65, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
4, 181344, 0, 0, 38, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
4, 114580, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 10
2, 633742, 0, 0, 45, Private, United-States, Male, Black, Never-married, Not-in-family, Craft-repair, <=50K, 10
3, 286370, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K, 4
3, 29054, 0, 0, 42, Federal-gov, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K, 10
2, 304030, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Adm-clerical, <=50K, 9
3, 143129, 0, 0, 40, Self-emp-not-inc, United-States, Female, White, Divorced, Not-in-family, Exec-managerial, <=50K, 13
2, 99928, 0, 0, 50, Private, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, <=50K, 14
6, 109567, 0, 0, 1, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
3, 155222, 0, 0, 28, Private, United-States, Female, Black, Divorced, Not-in-family, Machine-op-inspct, <=50K, 10
1, 159567, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 10
3, 523910, 0, 0, 40, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Craft-repair, <=50K, 13
4, 120939, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K, 10
3, 130760, 0, 0, 24, Federal-gov, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K, 13
0, 197387, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Other-relative, Transport-moving, <=50K, 3
3, 99374, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
3, 56795, 14084, 0, 55, Federal-gov, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, >50K, 14
2, 138992, 7298, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Other-relative, Prof-specialty, >50K, 14
1, 32921, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 9
1, 397317, 0, 1876, 40, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K, 14
5, 259323, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
4, 254817, 0, 1340, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K, 10
3, 48211, 0, 0, 35, State-gov, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
0, 140164, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 7
3, 128757, 7298, 0, 36, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, >50K, 13
2, 36270, 0, 0, 60, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 9
6, 210563, 15024, 0, 35, Self-emp-inc, United-States, Female, White, Married-civ-spouse, Wife, Sales, >50K, 9
0, 65368, 0, 0, 12, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 7
4, 160943, 0, 0, 40, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
3, 208358, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 9
2, 153790, 0, 0, 40, Private, United-States, Female, Amer-Indian-Eskimo, Never-married, Not-in-family, Sales, <=50K, 10
7, 85815, 0, 0, 40, Private, United-States, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
6, 125417, 0, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K, 4
3, 635913, 0, 0, 60, Private, United-States, Male, Black, Never-married, Not-in-family, Exec-managerial, >50K, 13
5, 313321, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Sales, <=50K, 12
3, 182609, 0, 0, 50, Private, Poland, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
4, 109434, 0, 0, 55, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
1, 255004, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 6
2, 197860, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 10
12, 51744, 0, 2206, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Other-service, <=50K, 9
6, 176681, 0, 0, 20, Private, United-States, Male, Black, Married-civ-spouse, Husband, Adm-clerical, <=50K, 9
5, 140359, 0, 0, 35, Local-gov, United-States, Female, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 1
0, 243313, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 9
8, 167687, 1409, 0, 50, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 9
9, 314209, 0, 0, 20, Private, Columbia, Female, White, Widowed, Not-in-family, Adm-clerical, <=50K, 11
7, 176796, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 9
2, 538583, 3674, 0, 40, Private, United-States, Male, Black, Separated, Not-in-family, Transport-moving, <=50K, 7
3, 130408, 0, 0, 38, Private, United-States, Female, Black, Divorced, Unmarried, Sales, <=50K, 9
1, 159732, 0, 0, 42, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 10
2, 110978, 0, 0, 40, Private, United-States, Female, Other, Divorced, Other-relative, Craft-repair, <=50K, 10
1, 76714, 0, 0, 55, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, >50K, 15
6, 268700, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
3, 170525, 0, 0, 38, State-gov, United-States, Female, White, Never-married, Not-in-family, Adm-clerical, <=50K, 10
3, 180138, 0, 0, 50, Private, Iran, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
3, 115076, 0, 0, 70, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
0, 115458, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Transport-moving, <=50K, 9
3, 347890, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
3, 196001, 0, 0, 20, Self-emp-not-inc, United-States, Female, White, Married-civ-spouse, Wife, Other-service, <=50K, 9
1, 273905, 0, 0, 50, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, <=50K, 12
3, 179488, 0, 1741, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
6, 236596, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K, 9
2, 183916, 0, 0, 34, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
3, 207578, 0, 1977, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K, 12
3, 112763, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K, 15
4, 390781, 0, 0, 40, Private, United-States, Female, Black, Married-civ-spouse, Wife, Adm-clerical, <=50K, 13
6, 171328, 0, 0, 30, Local-gov, United-States, Female, Black, Widowed, Unmarried, Other-service, <=50K, 6
0, 27382, 0, 0, 40, Local-gov, United-States, Male, White, Never-married, Own-child, Adm-clerical, <=50K, 10
6, 259014, 0, 0, 20, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K, 10
4, 303044, 0, 0, 40, Self-emp-not-inc, Cambodia, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Farming-fishing, >50K, 9
0, 117789, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 9
2, 172579, 0, 0, 30, Private, United-States, Female, White, Separated, Not-in-family, Other-service, <=50K, 9
4, 187666, 0, 0, 45, Private, United-States, Female, White, Widowed, Not-in-family, Exec-managerial, <=50K, 11
5, 204518, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 4
3, 150042, 0, 0, 40, Private, United-States, Female, White, Divorced, Own-child, Prof-specialty, <=50K, 13
4, 98092, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
0, 245918, 0, 0, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 7
6, 146013, 4064, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
1, 378322, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 7
