age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
75, 314209, 0, 0, 20, Private, Columbia, Female, White, Widowed, Not-in-family, Adm-clerical, <=50K, 11
41, 180138, 0, 0, 50, Private, Iran, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
42, 303044, 0, 0, 40, Self-emp-not-inc, Cambodia, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Farming-fishing, >50K, 9
37, 257295, 0, 0, 75, Self-emp-inc, Thailand, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
22, 34918, 0, 0, 15, Private, Germany, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K, 13
50, 193884, 0, 0, 40, Private, Ecuador, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 4
24, 303296, 0, 0, 40, Private, Laos, Female, Asian-Pac-Islander, Married-civ-spouse, Wife, Adm-clerical, <=50K, 10
34, 142897, 7298, 0, 35, Private, Taiwan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
22, 399087, 0, 0, 40, Private, Mexico, Female, White, Married-civ-spouse, Other-relative, Machine-op-inspct, <=50K, 3
17, 270942, 0, 0, 48, Private, Mexico, Male, White, Never-married, Other-relative, Other-service, <=50K, 3
19, 104112, 0, 0, 30, Private, Haiti, Male, Black, Never-married, Unmarried, Sales, <=50K, 9
56, 101128, 0, 0, 25, Private, Iran, Male, White, Married-spouse-absent, Not-in-family, Other-service, <=50K, 12
26, 117125, 0, 0, 40, Self-emp-not-inc, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 5
28, 166481, 0, 2179, 40, Private, Puerto-Rico, Male, Other, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 4
52, 190762, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 2
23, 204653, 0, 0, 72, Private, Dominican-Republic, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 9
27, 116358, 0, 1980, 40, Private, Philippines, Male, Asian-Pac-Islander, Never-married, Own-child, Craft-repair, <=50K, 10
27, 405855, 0, 0, 40, Private, Mexico, Male, White, Never-married, Other-relative, Craft-repair, <=50K, 5
33, 111746, 0, 0, 45, Private, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 12
23, 403107, 0, 0, 40, Private, El-Salvador, Male, White, Never-married, Own-child, Other-service, <=50K, 3
23, 324960, 0, 0, 40, Local-gov, Poland, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K, 9
58, 180980, 0, 0, 42, Private, France, Female, White, Divorced, Unmarried, Other-service, <=50K, 10
44, 109339, 0, 0, 46, Private, Puerto-Rico, Female, Other, Divorced, Unmarried, Machine-op-inspct, <=50K, 7
30, 152453, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 7
45, 433665, 0, 0, 40, Private, Mexico, Female, White, Separated, Unmarried, Other-service, <=50K, 4
31, 168387, 7688, 0, 40, Private, Canada, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
47, 241832, 0, 0, 40, Private, El-Salvador, Male, White, Married-spouse-absent, Unmarried, Handlers-cleaners, <=50K, 5
47, 248145, 0, 0, 50, Self-emp-inc, Cuba, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 3
35, 292472, 0, 0, 40, Private, Taiwan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
29, 71592, 0, 0, 40, State-gov, Philippines, Female, Asian-Pac-Islander, Never-married, Unmarried, Adm-clerical, <=50K, 10
32, 226267, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 10
37, 161141, 0, 0, 40, Private, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 11
41, 195124, 0, 0, 35, Private, Dominican-Republic, Male, White, Never-married, Not-in-family, Exec-managerial, <=50K, 14
30, 189620, 0, 0, 40, Private, Poland, Female, White, Never-married, Own-child, Prof-specialty, <=50K, 13
31, 243605, 0, 1380, 40, Private, Cuba, Female, White, Widowed, Unmarried, Sales, <=50K, 13
40, 229148, 0, 0, 40, Private, Jamaica, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K, 8
36, 382635, 0, 0, 35, Local-gov, Honduras, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 13
31, 223212, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
29, 267034, 0, 0, 40, Private, Haiti, Male, Black, Never-married, Own-child, Craft-repair, <=50K, 7
34, 119411, 0, 0, 40, Local-gov, Portugal, Male, White, Divorced, Unmarried, Protective-serv, <=50K, 9
22, 151790, 0, 0, 30, Private, Germany, Female, White, Married-civ-spouse, Wife, Sales, <=50K, 10
37, 327323, 0, 0, 32, Private, Guatemala, Male, White, Separated, Not-in-family, Farming-fishing, <=50K, 3
43, 274363, 0, 1902, 40, Private, England, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
47, 93208, 0, 0, 75, Self-emp-not-inc, Italy, Female, White, Married-civ-spouse, Wife, Other-service, <=50K, 9
43, 191547, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 9
51, 160724, 0, 2415, 40, Self-emp-not-inc, China, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Sales, >50K, 13
32, 270335, 0, 0, 40, Private, Philippines, Male, White, Married-civ-spouse, Other-relative, Adm-clerical, >50K, 13
28, 164170, 0, 0, 40, Private, India, Female, Asian-Pac-Islander, Married-civ-spouse, Wife, Adm-clerical, <=50K, 11
43, 158926, 0, 0, 50, Private, South, Female, Asian-Pac-Islander, Married-civ-spouse, Wife, Prof-specialty, <=50K, 14
42, 274198, 0, 0, 38, Private, Mexico, Female, White, Married-civ-spouse, Wife, Machine-op-inspct, <=50K, 3
33, 373662, 0, 0, 40, Private, Guatemala, Female, White, Married-spouse-absent, Not-in-family, Priv-house-serv, <=50K, 2
23, 375871, 0, 0, 40, Private, Mexico, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K, 9
32, 288273, 0, 0, 70, Private, Mexico, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 13
48, 164966, 0, 0, 40, Private, India, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
26, 109186, 0, 0, 50, Private, Germany, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
41, 198316, 0, 0, 50, Private, Japan, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 10
56, 169133, 0, 0, 50, Private, Yugoslavia, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
48, 138370, 0, 0, 50, Self-emp-inc, India, Male, Asian-Pac-Islander, Married-spouse-absent, Not-in-family, Sales, <=50K, 14
53, 263925, 0, 0, 40, Self-emp-not-inc, Canada, Male, White, Married-civ-spouse, Husband, Sales, >50K, 13
38, 193026, 0, 0, 40, Private, Iran, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
54, 377701, 0, 0, 32, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
22, 191342, 0, 0, 50, Private, Taiwan, Male, Asian-Pac-Islander, Never-married, Own-child, Sales, <=50K, 13
31, 196025, 0, 0, 60, Private, China, Male, Asian-Pac-Islander, Married-spouse-absent, Not-in-family, Prof-specialty, <=50K, 16
22, 361280, 0, 0, 20, Self-emp-not-inc, India, Male, Asian-Pac-Islander, Never-married, Own-child, Prof-specialty, <=50K, 13
39, 218184, 0, 1651, 40, Self-emp-inc, Mexico, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K, 5
35, 289430, 0, 0, 45, Self-emp-inc, Mexico, Male, White, Married-civ-spouse, Husband, Sales, >50K, 14
53, 288020, 0, 0, 40, Private, Japan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
31, 316672, 0, 0, 40, Private, Mexico, Female, White, Never-married, Unmarried, Other-service, <=50K, 9
31, 184307, 0, 0, 50, Private, Jamaica, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
41, 328447, 0, 0, 35, Private, Mexico, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 2
59, 212448, 0, 0, 40, Federal-gov, Germany, Female, White, Widowed, Unmarried, Sales, <=50K, 9
34, 117529, 0, 0, 54, Private, Mexico, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 10
18, 240747, 0, 0, 40, Private, Dominican-Republic, Female, White, Never-married, Own-child, Machine-op-inspct, <=50K, 9
50, 358740, 0, 0, 40, Private, England, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
41, 209344, 0, 0, 40, Self-emp-not-inc, Cuba, Female, White, Married-civ-spouse, Other-relative, Sales, <=50K, 9
42, 158926, 0, 0, 40, Federal-gov, Philippines, Female, Asian-Pac-Islander, Divorced, Unmarried, Prof-specialty, >50K, 12
63, 795830, 0, 0, 30, Self-emp-not-inc, El-Salvador, Female, White, Widowed, Unmarried, Other-service, <=50K, 2
29, 419721, 0, 0, 40, Private, Japan, Female, Black, Never-married, Unmarried, Other-service, <=50K, 9
26, 202203, 0, 0, 40, Private, Mexico, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 3
32, 509350, 0, 0, 50, Private, Canada, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, >50K, 10
52, 168381, 0, 0, 40, Private, India, Female, Asian-Pac-Islander, Widowed, Unmarried, Other-service, >50K, 9
61, 134768, 0, 0, 50, Self-emp-inc, Germany, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
51, 203435, 0, 0, 40, Private, Italy, Female, White, Divorced, Unmarried, Sales, <=50K, 10
52, 152234, 99999, 0, 40, Private, Japan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
43, 221550, 0, 0, 30, Private, Poland, Female, White, Never-married, Not-in-family, Other-service, <=50K, 14
32, 97429, 0, 0, 40, Private, Canada, Female, White, Divorced, Unmarried, Exec-managerial, <=50K, 13
40, 266324, 0, 1564, 70, Self-emp-not-inc, Iran, Male, White, Divorced, Other-relative, Exec-managerial, >50K, 10
43, 196945, 0, 0, 78, Self-emp-inc, Thailand, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Other-service, <=50K, 9
46, 134727, 0, 0, 43, Private, Germany, Male, Amer-Indian-Eskimo, Divorced, Unmarried, Machine-op-inspct, <=50K, 7
49, 147322, 0, 0, 40, Private, Peru, Female, White, Married-civ-spouse, Wife, Machine-op-inspct, <=50K, 11
28, 441620, 0, 0, 43, Private, Mexico, Male, White, Never-married, Not-in-family, Other-service, <=50K, 13
31, 209448, 2105, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 6
59, 125000, 0, 0, 40, Self-emp-inc, England, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
44, 123983, 0, 0, 40, Private, China, Male, Asian-Pac-Islander, Divorced, Not-in-family, Other-service, <=50K, 13
47, 111797, 0, 0, 35, Private, Outlying-US(Guam-USVI-etc), Female, Black, Never-married, Not-in-family, Other-service, <=50K, 10
51, 71046, 0, 0, 45, Private, Scotland, Male, White, Divorced, Unmarried, Exec-managerial, <=50K, 10
50, 21095, 0, 0, 40, Private, Philippines, Male, Asian-Pac-Islander, Divorced, Unmarried, Other-service, <=50K, 10
45, 46406, 0, 0, 36, Private, England, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
37, 70240, 0, 0, 40, Private, Philippines, Female, Asian-Pac-Islander, Never-married, Own-child, Other-service, <=50K, 9
39, 328466, 2407, 0, 70, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 7
27, 127796, 0, 0, 35, Private, Mexico, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K, 3
37, 405723, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 2
44, 120277, 15024, 0, 50, Private, Italy, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
62, 273454, 0, 0, 40, Private, Cuba, Male, White, Married-civ-spouse, Husband, Protective-serv, <=50K, 4
47, 170846, 0, 0, 40, Private, Italy, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K, 12
53, 117496, 0, 0, 36, Private, Canada, Female, White, Divorced, Not-in-family, Other-service, <=50K, 5
24, 67222, 0, 0, 45, Private, China, Male, Asian-Pac-Islander, Never-married, Not-in-family, Machine-op-inspct, <=50K, 13
41, 233955, 0, 0, 45, Private, China, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
47, 162924, 0, 0, 60, Self-emp-not-inc, Japan, Male, Asian-Pac-Islander, Divorced, Not-in-family, Exec-managerial, <=50K, 13
66, 142723, 0, 0, 40, Private, Puerto-Rico, Female, White, Married-spouse-absent, Unmarried, Handlers-cleaners, <=50K, 3
45, 166107, 0, 0, 40, Private, Philippines, Female, Asian-Pac-Islander, Never-married, Not-in-family, Adm-clerical, <=50K, 14
31, 53042, 0, 0, 40, Private, Trinadad&Tobago, Male, Black, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 10
25, 282063, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 4
22, 202920, 99999, 0, 40, Self-emp-not-inc, Dominican-Republic, Female, White, Never-married, Unmarried, Prof-specialty, >50K, 9
45, 338105, 0, 0, 40, Private, Philippines, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Adm-clerical, <=50K, 13
21, 538319, 0, 0, 40, Private, Puerto-Rico, Female, White, Never-married, Own-child, Other-service, <=50K, 10
24, 282202, 0, 0, 40, Private, El-Salvador, Male, White, Never-married, Unmarried, Other-service, <=50K, 9
44, 246862, 0, 0, 40, Self-emp-not-inc, Italy, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K, 9
22, 143062, 0, 0, 40, Self-emp-not-inc, Greece, Male, White, Never-married, Own-child, Other-service, <=50K, 9
39, 324420, 0, 0, 45, Private, Mexico, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 2
28, 162551, 0, 0, 48, Private, China, Female, Asian-Pac-Islander, Married-civ-spouse, Other-relative, Machine-op-inspct, <=50K, 4
50, 159219, 0, 0, 40, State-gov, Canada, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
29, 303446, 0, 0, 25, State-gov, Nicaragua, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
45, 133969, 0, 0, 50, Self-emp-not-inc, South, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Sales, >50K, 9
30, 111415, 0, 0, 55, Private, Germany, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
40, 121956, 13550, 0, 40, Private, Cambodia, Male, Asian-Pac-Islander, Married-spouse-absent, Not-in-family, Prof-specialty, >50K, 13
57, 185072, 0, 0, 40, Private, Jamaica, Female, Black, Never-married, Other-relative, Adm-clerical, <=50K, 10
39, 505119, 0, 0, 40, Private, Cuba, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
36, 103110, 0, 0, 40, Private, England, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 16
32, 160362, 0, 0, 40, Private, Nicaragua, Male, White, Divorced, Other-relative, Other-service, <=50K, 10
24, 233777, 0, 0, 50, Private, Mexico, Male, White, Never-married, Unmarried, Sales, <=50K, 10
20, 176321, 0, 0, 40, Private, Mexico, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 8
32, 549430, 0, 0, 40, Private, Mexico, Female, White, Never-married, Unmarried, Priv-house-serv, <=50K, 9
26, 125680, 0, 0, 16, Private, Japan, Male, Asian-Pac-Islander, Never-married, Not-in-family, Prof-specialty, <=50K, 13
26, 211265, 0, 0, 35, Private, Dominican-Republic, Female, Black, Married-spouse-absent, Other-relative, Craft-repair, <=50K, 10
47, 185254, 0, 0, 40, Private, El-Salvador, Female, White, Never-married, Own-child, Priv-house-serv, <=50K, 3
44, 145178, 0, 0, 38, Local-gov, Jamaica, Female, Black, Married-civ-spouse, Wife, Other-service, >50K, 9
28, 130620, 0, 0, 40, State-gov, India, Female, Asian-Pac-Islander, Separated, Unmarried, Adm-clerical, <=50K, 7
42, 153143, 0, 0, 40, Federal-gov, Puerto-Rico, Female, White, Divorced, Other-relative, Adm-clerical, <=50K, 10
34, 209317, 0, 0, 40, Private, Puerto-Rico, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
47, 121124, 0, 0, 55, Self-emp-not-inc, Italy, Male, White, Married-civ-spouse, Husband, Sales, >50K, 3
30, 488720, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Other-relative, Handlers-cleaners, <=50K, 5
34, 306982, 0, 0, 60, Self-emp-not-inc, South, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Sales, <=50K, 13
53, 227602, 0, 0, 37, Private, Mexico, Female, White, Divorced, Not-in-family, Sales, <=50K, 9
51, 224763, 0, 0, 40, Private, Cuba, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 4
35, 178322, 0, 0, 50, Private, Germany, Male, White, Married-civ-spouse, Husband, Sales, >50K, 11
44, 239539, 0, 0, 40, Federal-gov, Philippines, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Adm-clerical, >50K, 13
38, 123983, 0, 1741, 40, Local-gov, Vietnam, Male, Asian-Pac-Islander, Never-married, Unmarried, Exec-managerial, <=50K, 13
23, 482082, 0, 0, 21, Private, Mexico, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K, 8
44, 167955, 0, 0, 40, Private, Poland, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
31, 219509, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, >50K, 9
29, 40083, 0, 0, 40, Private, Canada, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 16
41, 116379, 0, 0, 55, Private, Taiwan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
34, 268051, 0, 0, 25, Private, Haiti, Female, Black, Married-civ-spouse, Other-relative, Protective-serv, <=50K, 10
53, 173093, 0, 1887, 40, Federal-gov, Philippines, Female, Asian-Pac-Islander, Married-civ-spouse, Wife, Exec-managerial, >50K, 10
41, 160837, 0, 0, 40, Private, Guatemala, Male, White, Married-spouse-absent, Not-in-family, Machine-op-inspct, <=50K, 7
36, 116358, 0, 0, 40, Private, Taiwan, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
45, 107787, 0, 0, 40, Private, Canada, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 11
23, 519627, 0, 0, 25, Self-emp-not-inc, Mexico, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K, 9
33, 176711, 0, 0, 40, Private, England, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 13
37, 758700, 3781, 0, 50, Private, Mexico, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 5
57, 205708, 0, 0, 40, Private, Poland, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 10
55, 67450, 0, 0, 40, Private, England, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 16
54, 181132, 0, 0, 40, Private, England, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K, 9
30, 78530, 0, 0, 65, Self-emp-inc, Canada, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
51, 41474, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 6
33, 86143, 0, 0, 40, Private, Philippines, Male, Asian-Pac-Islander, Never-married, Own-child, Exec-managerial, <=50K, 10
55, 124137, 0, 2415, 35, Self-emp-inc, Greece, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 15
35, 356250, 0, 0, 35, Private, China, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Sales, <=50K, 15
61, 355645, 0, 0, 20, Private, Trinadad&Tobago, Male, Black, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 5
35, 63921, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 3
39, 237532, 0, 0, 54, Self-emp-not-inc, Dominican-Republic, Female, Black, Married-civ-spouse, Wife, Sales, >50K, 9
30, 432565, 0, 0, 40, Private, Canada, Female, White, Married-civ-spouse, Other-relative, Tech-support, >50K, 11
60, 162947, 0, 0, 40, Private, Puerto-Rico, Female, White, Divorced, Not-in-family, Machine-op-inspct, <=50K, 3
58, 110517, 4064, 0, 40, State-gov, India, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, <=50K, 16
40, 216116, 0, 0, 40, Private, Haiti, Female, Black, Never-married, Unmarried, Machine-op-inspct, <=50K, 5
40, 153799, 0, 0, 40, Private, Dominican-Republic, Female, White, Married-spouse-absent, Unmarried, Machine-op-inspct, <=50K, 2
57, 348430, 0, 0, 40, Private, Portugal, Male, White, Divorced, Unmarried, Craft-repair, <=50K, 2
50, 221336, 0, 0, 40, Private, Philippines, Female, Asian-Pac-Islander, Divorced, Other-relative, Adm-clerical, <=50K, 9
27, 258102, 0, 0, 40, Private, Mexico, Male, White, Never-married, Not-in-family, Transport-moving, <=50K, 3
55, 161334, 0, 0, 25, Self-emp-not-inc, Nicaragua, Female, White, Widowed, Not-in-family, Other-service, <=50K, 9
50, 273536, 0, 0, 49, Private, Dominican-Republic, Male, Other, Married-civ-spouse, Husband, Sales, <=50K, 4
34, 213226, 0, 0, 40, Private, Iran, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
19, 115248, 0, 0, 40, Private, Vietnam, Male, Asian-Pac-Islander, Never-married, Not-in-family, Adm-clerical, <=50K, 10
27, 147638, 0, 0, 40, Private, Hong, Female, Asian-Pac-Islander, Never-married, Other-relative, Adm-clerical, <=50K, 13
26, 206983, 0, 0, 60, Federal-gov, Columbia, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 15
38, 407068, 0, 0, 75, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 3
37, 243587, 0, 0, 40, Self-emp-not-inc, Cuba, Female, White, Separated, Own-child, Other-service, <=50K, 10
23, 287681, 0, 0, 25, Private, Mexico, Male, White, Never-married, Not-in-family, Other-service, <=50K, 4
26, 336969, 0, 0, 28, Local-gov, El-Salvador, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
19, 275889, 0, 0, 40, Private, Mexico, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 7
20, 190231, 0, 0, 11, Private, Nicaragua, Female, White, Never-married, Own-child, Machine-op-inspct, <=50K, 5
53, 174102, 4386, 0, 50, Self-emp-not-inc, Greece, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 4
24, 211345, 0, 0, 40, Private, Mexico, Female, White, Never-married, Own-child, Other-service, <=50K, 10
41, 443508, 0, 0, 48, Private, Canada, Male, White, Married-civ-spouse, Husband, Transport-moving, >50K, 13
40, 174395, 0, 0, 60, Private, Greece, Male, White, Divorced, Not-in-family, Other-service, <=50K, 9
27, 194773, 0, 0, 50, State-gov, Germany, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K, 14
64, 258006, 0, 0, 40, Private, Cuba, Female, White, Widowed, Not-in-family, Adm-clerical, <=50K, 10
50, 237735, 0, 0, 37, Private, Mexico, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 3
41, 237321, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K, 2
29, 161478, 0, 0, 40, Private, Japan, Female, Asian-Pac-Islander, Never-married, Not-in-family, Adm-clerical, <=50K, 13
44, 367749, 0, 0, 40, Private, El-Salvador, Female, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 2
25, 503012, 0, 0, 40, Private, Mexico, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 3
90, 171956, 0, 0, 40, Private, Puerto-Rico, Female, White, Separated, Own-child, Adm-clerical, <=50K, 10
29, 123983, 0, 0, 40, Local-gov, Taiwan, Male, Asian-Pac-Islander, Never-married, Own-child, Prof-specialty, <=50K, 14
22, 24896, 0, 0, 30, Private, Germany, Female, White, Divorced, Unmarried, Tech-support, <=50K, 9
47, 573583, 0, 0, 48, Private, Italy, Male, White, Married-civ-spouse, Husband, Transport-moving, >50K, 9
40, 220460, 0, 0, 40, Private, Canada, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 9
29, 132686, 0, 0, 50, Self-emp-not-inc, Italy, Male, White, Never-married, Own-child, Prof-specialty, >50K, 15
31, 452405, 0, 0, 35, Private, Mexico, Female, White, Never-married, Other-relative, Other-service, <=50K, 1
27, 163942, 0, 0, 35, Private, Ireland, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 9
